node_id,node_type,node_name
W3200457012,Paper,Roof structure preservation at Saigon Notre-Dame Cathedral
W3200534035,Paper,"Tube-house: An architectural study on urban type in Hanoi, Vietnam"
W3200554915,Paper,The current situation of handling oral chemotherapy at home for caregivers of pediatric patients with acute leukemia at tumo-hematology department of children’s hospital 2
W3200603678,Paper,"Socializing conservation - An integrated approach towards sustaining built heritage of the ancient quarter (Hanoi, Vietnam)"
W3200607378,Paper,Developing the role of history and culture in tourism development of Quang Ninh province
W3200608939,Paper,Replication of a nonlinear dynamical system’s trajectory using the ANFIS technique
W3200634103,Paper,Classification of the Kanji character in Japanese using the ANFIS technique
W3200644041,Paper,Graphic arts in Ho Chi Minh City since the period 1986 to present
W3200711057,Paper,Segmentation for the magnetic resonance images of Covid-19 patients using adaptive automatic Kernel-Based fuzzy clustering algorithm
W3200721992,Paper,"Conversion of biomass-derived furfural into 1,5-pentadiol using effective Pt/silicalite-1 catalyst at mild condition"
W3200731815,Paper,Design and simulation machine of artificial bipolar hip
W3200732705,Paper,Effects of heat source location on the performance of the solar chimney with a horizontal absorber surface
W3200738788,Paper,Cultural symbolism vs structural efficiency: Study on “Soko Tunggal” (single column) heritage mosque architecture in Indonesia
W3200854850,Paper,A proposed model for “Competition” factor as moderator on the influence to English language learning quality of students - A Case of higher education in Vietnam
W3200890767,Paper,Applying technology 4.0 to a social design responding to the COVID-19 pandemic
W3200891447,Paper,Effects of the top extension of the domain in CFD simulation of solar chimneys
W3201015711,Paper,"Generation rates of bottom and fly ash from thermal generation facilities in industrial and export processing zones in Ho Chi Minh City, Vietnam"
W3201066843,Paper,Multiple temperature selection thermoelectric water dispenser
W3201132481,Paper,"Renovating the facade of old, low-rise apartment buildings with tropical architectural features - Take the area of ward 14 district 5 and ward 2 district 6, Ho Chi Minh City as the study area"
W3201159070,Paper,A study on the species composition of Toxocara spp. in infected home cats in Ho Chi Minh City
W3201165683,Paper,Masonry wall preservation at saigon notre-dame cathedral
W3201204358,Paper,"Lang creek-section running third campus of Van Lang University: Water characteristics, loading of pollutants and solutions"
W3201236341,Paper,Urban house in Vietnam - Implications in development
W3201302514,Paper,Power energy generation fuel cost optimization for thermal power plants using different type of fuels
W3201464212,Paper,Green BIM for multi discipline design - A case study
W3201474368,Paper,Analysis of pathogenic characteristics induced by Toxocara cati in experimental mouse model
W3201553504,Paper,Optimizing the bayes error in classification problem and applying in medicine
W3201611349,Paper,Designing playground in outdoor public space in Ho Chi Minh City
W3201885838,Paper,A Quality Function Deployment Approach Through Management and Technology Development
W3203494247,Paper,User Grouping and Imperfect CSI for Downlink NOMA over κ- µ Fading
W3204281564,Paper,Mobile Money Services Pose a Threat to Money Laundering Prevention
W3204380746,Paper,Importance of Human Development and Challenges
W3204420088,Paper,Heuristic Scheduling of Job Orders in a Build-to-Order Manufacturing System
W3204989818,Paper,Determinants of the learning motivation of students in business education at universities in Ho Chi Minh City
W3205098776,Paper,New proposed fractional-polynomial functions: new recommendation for overcome the imbalance in three-phase systems
W3206854113,Paper,On The Performance of NOMA with Bi-directional in Weibull-Channel
W3207585979,Paper,Role model and entrepreneurial intention of small business owners in Nigeria
W3208435212,Paper,Modified atmosphere packaging films for qualitative storage of Dimocarpus longan fruit in Vietnam
W3208505995,Paper,ABILITY TO DISSOLVE MANY INSOLUBLE ZINC-BEARING MINERALS OF INDIGENOUS RHIZOBACTERIA
W3210429905,Paper,Building information modeling adoption as business decision
W3211403101,Paper,Research on designing 3D bioprinter model
W3211590055,Paper,Effects of outlet area on the Nusselt number of the solar chimney
W3211648135,Paper,Design and fabricate equipment additive manufacturing using digital light processing for training
W3211671346,Paper,Simulation of the spatial distribution of hydraulic conductivity in Saigon river basin
W3211696272,Paper,Numerical solution of backward-facing step flow by a high-order radial-basis-function-based method
W3211702712,Paper,Geological behavior of sand-fines mixtures in consolidated undrained triaxial test
W3211878896,Paper,"A model of reforming Institutional Structure to manage Open-Space in Hanoi City, Vietnam"
W3212016922,Paper,Modeling of a point absorber buoy for sea wave energy conversion in Phan Thiet sea area
W3212083005,Paper,Compact Integrated Radial Basis Function (CIRBF) for natural convection flow in a square cavity
W3212222020,Paper,A numerical study on the performance of a three-dimensional solar chimney with a combined CFD – ANFIS method
W3212303430,Paper,Comprehensive assessment of viscous heat generation in rarefied gas microflows
W3212346744,Paper,Study the transient of DC/DC converter in solar grid tie inverter (GTI) using PSIM
W3212358114,Paper,Effects of inlet area on heat transfer performance of a solar chimney
W3212363074,Paper,To consider how to determine optimized space between piles in late Pleistocene Holocene deposits in the lower area of the Sai Gon River
W3212381003,Paper,AFPMG electromagnetic field analysis for 6D BIM applications
W3212390407,Paper,ANFIS for building cooling load estimation
W3212392119,Paper,Artificial neural network-based fluid flow prediction in a solar chimney
W3212450826,Paper,Application of two-dimensional model to simulate the storm surge in Ho Chi Minh city’s coastal area
W3212916669,Paper,Triple-layer remote phosphor: An improved structure with higher color quality and luminous flux of white LEDs
W3212946760,Paper,Enabling Device‐to‐Device Transmission for NOMA‐Aided Systems
W3213111374,Paper,Improving the strength of the Nha Be soft soils by Portland cement
W3213391624,Paper,Energy based seismic design coefficients
W3213396050,Paper,Numerical study on double-tee girder for rural bridges
W3213463186,Paper,The parallel multi-objective genetic algorithm in fuzzy clustering for discrete elements
W3213578569,Paper,Improving Ergodic Capacity of Imperfect IoT System Relying on UAV and NOMA
W3213801758,Paper,Statistical learning of sub-words in Vietnamese language
W3213821022,Paper,A numerical simulation of a wall-attached solar chimney with asymmetric heating
W3213864256,Paper,"Assessing the increase of strength of the soft saline acidic soils stabilized with cement and fly ash mixture in the coast in Can Gio, Ho Chi Minh City, Vietnam"
W3214010329,Paper,Injuries assessment of motorcyclist in traffic accidents with a sedan car using numerical simulation
W3214253959,Paper,Study of the heat generation due to the hydration of Portland cement using FLAC3D
W3214396074,Paper,A novelty prediction approach of natural daylight in classroom using ANFIS model
W3214427605,Paper,A numerical study on the performance of a solar chimney with expanded inlet
W3216102259,Paper,"SOLUTIONS OF TEACHING AND LEARNING PHYSICAL EDUCATION AT HO CHI MINH CITY COLLEGE OF ECONOMICS, VIETNAM"
W3216209305,Paper,On the Performance of NOMA with Bi-Directional in Weibull-Channel
W4200002544,Paper,Pre-treatment of Nile tilapia ( <i>Oreochromis niloticus</i> ) with ozone nanobubbles improve efficacy of heat-killed <i>Streptococcus agalactiae</i> immersion vaccine
W4200023199,Paper,The Impacts of Public Administrative Quality on Profitable Enterprises in Vietnam
W4200249466,Paper,"Locative Prepositions “at, in, on” and Translation to Vietnamese Through Frameworks"
W4200572625,Paper,An Investigation into Learners’ Perception Towards Peer Assessment in Tertiary EFL Writing Class
W4200600839,Paper,Exploring the Awareness and Perception on Public Relations Practice in Vietnamese Small and Medium-Sized Enterprises by Triangluated Analysis
W4205125477,Paper,Strategies and Techniques for the Internationalization of Non-Dominant Firms: A Qualitative Study
W4205301466,Paper,FRENCH ENLIGHTENMENT AND REVOLUTIONARY PATRIOTIC MOVEMENTS IN VIETNAM AT THE BEGINNING OF THE 20TH CENTURY
W4205404143,Paper,Reflecting Journal Writing and Primary Students’ Writing Fluency
W4206414210,Paper,Not just a monastery: The Đông Duong Complex of Vietnam
W4206769389,Paper,Helping Language Learners Self-Review Learning Points and Gain Learning Expectation
W4207055473,Paper,"Strengthening the Attraction of Foreign Direct Investment to Vietnam's Dak Lak Province in the New Context, Vietnam"
W4207065025,Paper,"Photomosaics and logs associated with study of West Napa Fault at Ehlers Lane, north of Saint Helena, California"
W4213035113,Paper,SHORTER NOTICES
W4213170716,Paper,Optimizing Search Results Using Taguchi Design of Experiments: Case Study of the Distribution of COVID-19 Names in Vietnam
W4213277821,Paper,"Triple-layer remote phosphor structure: A potential packaging configuration to enhance both color quality and lumen efficiency of 6,000–8,500 K WLEDs"
W4214758965,Paper,"The genus Parnassia in Vietnam, and a checklist of Vietnamese Celastraceae"
W4220926051,Paper,Adjusting Parametersin Optimize Function PSO
W4221098262,Paper,"Usefulness of the pancreas as a prime target for histopathological diagnosis of Tilapia parvovirus (TiPV) infection in Nile tilapia, Oreochromis niloticus"
W4224025824,Paper,Ergodic capacity of internet of things’ devices in presence of channel state information imperfection
W4226229689,Paper,Editorial: Special Issue on Language and Educational Administration
W4226468964,Paper,A Truck Scheduling Problem for Multi-Crossdocking System with Metaheuristics
W4229530795,Paper,SHORTER NOTICES
W4232243370,Paper,Reviews of Books
W4232741222,Paper,SHORTER NOTICES
W4233209977,Paper,An Application of the Boyer Model in Developing Business Faculty in Accreditation Council for Business Schools and Programs (ACBSP) Accreditation in Vietnamese Membership Institutes
W4234747297,Paper,Determinants of the learning motivation of students in business education at universities in Ho Chi Minh City
W4236113390,Paper,Optimal solutions for fixed head short-term hydrothermal system scheduling problem
W4238437341,Paper,Mobile Money Services Pose a Threat to Money Laundering Prevention
W4243275109,Paper,Using Fuzzy-Set Qualitative Comparative Analysis and Multiple Regression Analysis to Determine Tax Compliance Model for Vietnam
W4243499502,Paper,Shorter Notices
W4256296284,Paper,Shorter Notices
W4256537277,Paper,Shorter Notices
W4281492481,Paper,"Comparison between SEPs of CaCO <sub>3</sub> and TiO <sub>2</sub> in phosphor layer for better color uniformity and stable luminous flux of WLEDs with 7,000 K"
W4281786168,Paper,The Chloroform Extracts of Vietnamese Sophora flavescens Ait. Inhibit the Proliferation of HepG2 Cells through Apoptosis Induction
W4281817358,Paper,Effect of the addition ratio of rice flour and molasses on the biomass of Pacific white shrimp (Litopenaeus vannamei) stocked by biofloc technology
W4282942155,Paper,High-speed train derailment detection under complex track irregularities using a dynamic vehicle-track interaction model
W4283206317,Paper,"""Catching Errors in Cyclic Codes"" ""Detection of Errors in Cyclic Codes"" « Error - Trapping in Cyclic Codes »"
W4283512790,Paper,"""Catching Errors in Cyclic Codes"" ""Detection of Errors in Cyclic Codes"" « Error - Trapping in Cyclic Codes »"
W4283517724,Paper,Adjusting Parametersin Optimize Function PSO
W4283581586,Paper,Density estimation of a sum random variable from contaminated data samples
W4283741100,Paper,SiO2@LaOF:Eu3+ in white light emitting diodes optic efficiency enhancement
W4283748022,Paper,Outage performance analysis of NOMA under fading channels in presence of imperfect SIC
W4283754261,Paper,The effects of silica-coated Y2O2S:Eu3+ red phosphor on the lighting properties of the light-emitting diode
W4283765845,Paper,"Study of ZnS:Mn2+,Te2+ phosphor for improving the hue rendering indicator of WLEDs"
W4283824100,Paper,"Study of LaSiO3Cl:Ce3+,Tb3+ and Ca5B2SiO10:Eu3+ Phosphors for Improving Hue Standard and Illuminating Beam of WLEDs"
W4283832348,Paper,Application of CaTiO3:Pr3+ Phosphor for Enhancing the Hue Standard of WLEDs with Double-Film Distant Phosphor Structure
W4285066667,Paper,A CRITICAL LOOK AT BUDDHIST RELIGIOUS TEXTS TRANSLATION METHODS THROUGH THE VIETNAMESE VERSION OF THERAVADA MAJJHIMA NIKAYA (MIDDLE-LENGTH DISCOURSES)
W4285096827,Paper,Prioritising antibiotic selection in farm animal practice
W4285191318,Paper,How Is Individual-Organization Fit Important to Knowledge Sharing and Innovation? An Empirical Study on High-Tech Industry in Vietnam
W4285347500,Paper,Aceso: A Medical Image Analysis Platform Using Deep Learning
W4285832125,Paper,Career Awareness and Career Preparations of Psychology Students In The South of Vietnam
W4286001748,Paper,"Implementing the Flipped Learning Comprehensive Model (FLCM) through Basic Informatics Course, Van Lang University, 2021 – 2022"
W4286432852,Paper,The effects of SiO2@Y2O2S:Eu3+ phosphor on the optic characteristics of white light-emitting diodes
W4286432908,Paper,The enhancement of the dual-layer phosphorus configuration in color uniformity and luminous flux of a light emitting diode
W4286432912,Paper,Thermodynamic properties in quantum dot nanocomposite for white light-emitted diodes
W4286432916,Paper,Application of (Ca1-xSrx)LaGa3S6O:Eu2+ phosphor in white light-emitting fabrication
W4286432921,Paper,Y2O3:Eu3+ concentration and particle size: their impacts on color rendering index and lumen of multi-chip white diodes
W4286432923,Paper,The luminescence efficiency of green phosphor Ca7(PO4)2(SiO4)2:Eu2+ for white light-emitting diode
W4286432932,Paper,"Color-adjustable phosphors Sr4La(PO4)3O:Ce3+,Tb3+,Mn2+ impact on luminescence of white light-emitting diodes"
W4286432936,Paper,"Luminescence and transfer for power characteristics of Sr4La(PO4)3O:Ce3+,Tb3+,Mn2+ phosphor for WLEDs"
W4286432938,Paper,Investigation of MAl2−xSixO4−xNx:Eu2+ phosphor for improving luminescence properties of white LEDs
W4286432944,Paper,Utilizing the right phosphor in near-ultraviolet and blue light-emitting diode devices to generate white illumination
W4286432946,Paper,High-efficiency green and red phosphors enable a broader hue-gamut light-emitting diode backlight for brighter displays
W4286432954,Paper,Selection of Gd2(WO4)3:Tb3+ for inproving color deviation in white light-emitting diodes
W4286432961,Paper,Effects of titanium dioxide quantum dots on the color deviation and luminous flux of white light-emitting diodes
W4286434107,Paper,Reconstructing the Unknown Source Function of a Fractional Parabolic Equation from the Final Data with the Conformable Derivative
W4286493883,Paper,Uplink Multiple Access for Reconfigurable Intelligent Surface‐Aided Wireless Systems
W4286929179,Paper,"Cynanchum quangbinhense (Apocynaceae: Asclepiadoideae), a new species from Vietnam, and additional information on C. officinale"
W4287266429,Paper,THE APPLICATION OF GOOGLE CLASSROOM TO MOTIVATE ENGLISH NON-MAJORED STUDENTS
W4287640994,Paper,SOCIAL CRITICISM TOWARDS LATE VICTORIAN SOCIETY AND THE THEME OF SACRIFICE IN OSCAR WILDES THE HAPPY PRINCE
W4287824222,Paper,"FACTORS AFFECT THE IMPLEMENTATION OF QUALITY ASSURANCE ATPRIVATE UNIVERSITIES IN HO CHI MINH CITY, VIETNAM"
W4289878592,Paper,Weighted Inequalities for Commutators of $$p$$-Adic Hausdorff Operators on Herz Spaces
W4292373742,Paper,"The color-adjustable phosphor Sr4La(PO4)3O:Ce3+,Tb3+,Mn2+ of WLEDs: luminescence and transfer of energy characteristics"
W4292430115,Paper,"Examination of Astrophysical S-Factor and Non-Resonant Rates of the 64Ge(p,γ)65As Reaction"
W4292485446,Paper,FACTORS AFFECTING THE DIGITAL TRANSFORMATION OF TELECOMMUNICATION ENTERPRISES IN HO CHI MINH CITY
W4294187923,Paper,"Ca9La(PO4)7:Eu2+,Mn2+: a radiation-adjustable phosphor usable for high-perfomance white light-emitting diodes"
W4294187926,Paper,"The application of phosphor Sr4La(PO4)3O:Ce3+,Tb3+,Mn2+ on the white-LEDs: luminescence and power transmission characteristics"
W4294187927,Paper,"High stability in color chromaticity of warm White emitting Diode with Dual-Hue SrSi2O2N2:Eu2+,Yb2+ Oxynitridosilicate Phosphorus"
W4294187944,Paper,"Ca8MgY(PO4)7:Eu2+,Mn2+ for better angular chromatic harmony and high lumen for white diode"
W4294187950,Paper,Synthesis and photoluminescence properties in white light-emitting diodes of oxynitride green phosphor Ba3Si6O12N2
W4294187955,Paper,A new Ca15(PO4)2(SiO4)6:Eu2+ phosphor with green emission for use in n-UV based w-LEDs
W4294187962,Paper,Improving optical properties of white light-emitting diodes using triple-layer remote structure
W4294265846,Paper,Double-layer Remote Configuration with LaOF: Eu<sup>3+</sup> and Sr<sub>3</sub>WO<sub>6</sub>:U Phosphors: A Selection for Enhancing The Optical Efficiency of WLEDs
W4294366785,Paper,Optical Efficiency Improvement of Chip-on-Board Design LEDs with TiO<sub>2</sub>/Silicone Packaging Coating
W4294368224,Paper,Assessing the quality of e-learning teaching by lecturers at universities in Vietnam
W4294867768,Paper,Studying CdS:In green phosphor's impacts on white-light emitting diode with higher luminous flux
W4295932126,Paper,Dual-Hop Transmission and Multiple Relays for Performance Analysis of Designing Physical Layer Security for IoT Networks
W4296564751,Paper,Profifitability of Ichimoku-based trading rule in Vietnam stock market in the context of the COVID-19 outbreak
W4296598416,Paper,Stochastic-based approach to quantify the uncertainty of groundwater vulnerability
W4296709077,Paper,Hue dual-chromatic calcium chlorosilicate phosphor for light-emitting diode having yellow and white illumination
W4296712376,Paper,Study of phosphor Ba2Si3O8:Eu2+ to produce WLED devices with support from ZnCdSe/ZnSe quantum dot
W4296713779,Paper,Green-phosphor Ca3Sc2Si3O12:Ce3+ for solid-status illumination: gel-combustion structural and luminous characteristics
W4301394493,Paper,Nghiên cứu tổng hợp một số dẫn xuất chứa dị vòng benzo[d]thiazole thông qua phản ứng ghép chéo Suzuki
W4302847498,Paper,Viability Test of α-Mangostin against Oral Squamous Cell Carcinoma
W4304084373,Paper,Superior hue output as well as lumen for WLEDs with dual-sheet distant layouts of phosphor
W4304084384,Paper,Application of dual-layer phosphor geometries for enhancing the optical properties of white-light LEDs
W4307521070,Paper,"The Wave Reduction Efficiency How Relates with the Crest Widths, Working States of Pile-rock Breakwater in Coastal Mekong Delta"
W4307968637,Paper,"Correction: Structural, magnetic and hyperthermia properties and their correlation in cobalt-doped magnetite nanoparticles"
W4308684493,Paper,"Polymers based on thieno[3,4-<i>c</i>]pyrrole-4,6-dione and pyromellitic diimide by CH–CH arylation reaction for high-performance thin-film transistors"
W4311276396,Paper,"Study on Transportation Logistics Industry development under economics: The case of HCM, Vietnam"
W4312073669,Paper,Nonparametric estimations for the cumulative distribution functions of random effects in a linear mixed-effects model
W4312199594,Paper,"Accept, deny or cultivate – how entrepreneurs evaluate and exploit potential value added by equity investors"
W4312310395,Paper,Prof. Dr. Walter Goddijn o.f.m. 1921-2007
W4312600534,Paper,IoT – based face recognition for switching on/off of the electrical connectivity of the residential household
W4312634760,Paper,Utilizing web page for electrical load control and power monitoring
W4312679249,Paper,A mixed nonlinear time-fractional Rayleigh-Stokes equation
W4312835598,Paper,Computational fluid dynamics simulation of a wall solar chimney - Effects of the computational domain
W4312866422,Paper,Performance of a wall solar chimney at different opening areas
W4312910875,Paper,CFD analysis of cross-cut heat sink for electronic cooling
W4313148375,Paper,A PLS-SEM Neural Network for Understanding Computer Vision Technical. Apply to Gender Classification System
W4313289507,Paper,Process for Calculating Design Parameters of a Small Horizontal Axis Wind Turbine of 300W
W4313456478,Paper,"Role, absorption, and transport of calcium in the human body: A review"
W4316589740,Paper,Effect of the addition ratio of rice flour and molasses on growth performance and survival of Pacific white shrimp (Litopenaeus vannamei) stocked by biofloc technology
W4317208165,Paper,"Determination of the growth performance and reproductive season of wild <i>Channa lucius</i> (Cuvier, 1831) populations of genus Channa (Channidae, Perciformes) in the Mekong Delta, Vietnam"
W4319597735,Paper,Impact of personnel policy on human resources management: Empirical evidence from Vietnamese enterprises
W4319603301,Paper,GLOBAL WELL-POSEDNESS OF A CAUCHY PROBLEM FOR A NONLINEAR PARABOLIC EQUATION WITH MEMORY
W4321159612,Paper,"Research, Direct Construction form Optical Characteristics – OCR using Department Technology"
W4321251685,Paper,"Research, Direct Construction form Optical Characteristics – OCR using Department Technology"
W4323029777,Paper,Nghiên cứu chuyển hóa glucose thành 5-Hydroxymethylfurfural sử dụng P-UiO-66 làm chất xúc tác dị thể
W4323269635,Paper,"Art of Use of Exclusive Language in the Epic of Khing Ju of the Ede People in the Central Highlands, Vietnam"
W4323341266,Paper,Well-posedness results for nonlinear fractional diffusion equation with memory quantity
W4327890777,Paper,Global existence for nonlinear bi-parabolic equation under global Lipschitz condition
W4360801681,Paper,Skills that are trending among university librarians and applied to practice..
W4361000564,Paper,On the Fractional Diffusion Equation Associated With Exponential Source and Operator With Exponential Kernel
W4361801984,Paper,"Calculation, design and fabrication of welding heat treatment equipment"
W4362517101,Paper,"Ophiopogon muongnhensis (Asparagaceae, Convallarioideae), a new species from northwest Vietnam"
W4362581165,Paper,Multidisciplinary team approach for treating recurrent gastrointestinal bleeding caused by a Dieulafoy lesion
W4362650575,Paper,Identification of Panax spp. in the Northern Vietnam based on ITS-rDNA sequence analysis
W4362710830,Paper,Identifying of unknown source term for the Rayleigh-Stokes problem
W4362729505,Paper,Quality management issues in Vietnam: A systematic mapping analysis
W4364359960,Paper,Teaching and Learning Morphology in the English Language Curriculum: An Exploration into Belief and Reality in Vietnam
W4366448654,Paper,An Examination of Compression and Restoration Method of Measured Point Cloud Based on B-spline Surface Approximation of Flake Surfaces in Stone Implements
W4366588309,Paper,"Building map of biodiversity status in Tien Giang Province, Viet Nam"
W4367024167,Paper,A scientometric analysis of COVID-19 research in the context of Vietnam
W4367366146,Paper,"Analytic formulas for (g-2)_{e, mu} anomalies and decays e_b to e_a gamma in a 3-3-1 model with inverse seesaw neutrinos"
W4375939788,Paper,Reconstructing the right-hand side of a Poisson equation with random noise
W4375957567,Paper,One-loop expressions for $h\rightarrow l\bar{l}γ$ in Higgs extensions of the Standard Model
W4376127836,Paper,BONEcheck: a digital tool for personalized bone health assessment
W4376566290,Paper,A New Carvotacetone Derivative from the Aerial Part of <i>Sphaeranthus africanus</i>
W4376638002,Paper,Sorting out Aeginetia (Orobanchaceae) in Indochina: A. sessilis is a synonym of A. acaulis
W4376891951,Paper,Investigation of 22Mg levels via resonant scattering of 18Ne + α
W4378983058,Paper,Abstract 14: Barriers to Effective Safe Handling of Chemotherapeutic Drugs Among Healthcare Workers in Vietnam: Needs Assessment by Electronic Survey
W4379231704,Paper,On a non-local Kirchhoff type equation with random terminal observation
W4379514722,Paper,"Responses of micro-crustacean, Daphnia magna, under trans-generational exposures to single-use plastic leachates"
W4380417077,Paper,Difficulty and Some Solutions for Students not Specializing in Information at Van Lang University
W4380629569,Paper,Effects of Water Stratification and Mixing on Plankton Community Structure in a Floating Solar Power Plant
W4380886044,Paper,Difficulty and Some Solutions for Students not Specializing in Information at Van Lang University
W4381195669,Paper,Responsible State in Vietnam: Application of Aristotle's Political Thought
W4381234360,Paper,"Assessment of Particulate Matter Concentrations and Noise Levels Along Dong – Tay Avenue, Ho Chi Minh City"
W4381250003,Paper,Global solutions to a time-fractional Cauchy problem
W4381250021,Paper,Inverse source problem for Sobolev equation with observed data in Lb spaces
W4381436947,Paper,Effect of the calcination temperature of the FTO/PbS cathode on the performance of a quantum dot-sensitized solar cell
W4381546781,Paper,Modelling Stage-discharge Relationships for Hydrological Stations in the Da River Basin using First-kind Chebyshev Polynomial Approximation
W4381683241,Paper,Changes in the Cell Division of Chang Liver Cells Induced by Simulated Microgravity
W4382813560,Paper,Application of fruit juice for proliferation of Bacillus to control fungal phytopathogens
W4382985010,Paper,Factors affecting housing purchase decision in Vietnam
W4383875588,Paper,The impact of land use and land cover on land surface temperature in an Indian riverine town over a decade and how it varied post-lockdown
W4384818111,Paper,Semi-Analytical Results for the Linear Nonaging Viscoelastic Contact Behaviors
W4384916536,Paper,Smart Meter Application Analysis using PLS-SEM Deep Neural Network: A Case Study
W4385235017,Paper,"Chiloschista quangdangii, a new leafless orchid (Orchidaceae) from northern Vietnam"
W4385265498,Paper,Development of HPLC-DAD method for the quantification of pentostatin in the fruiting body of Cordyceps militaris
W4385369625,Paper,Selection of tools/ criteria for measuring the level of Leanness
W4385372578,Paper,Signal quality from retailers and repurchase intention to buy safe vegetables: The mediator role of modern retailer brand preference
W4385440069,Paper,XÂY DỰNG BẢN ĐỒ THÍCH HỢP TỰ NHIÊN CỦA MỘT SỐ CÂY TRỒNG TRÊN ĐỊA BÀN TỈNH NINH THUẬN
W4385443788,Paper,Factors Affecting the Working Motivation of Teachers and Staff: A Case Study at a Public University in Vietnam
W4385845285,Paper,"Motivation, challenges and strategies of female social entrepreneurs in the micro-lending sector"
W4385961554,Paper,ISDS mechanism under the EVFTA: Comparison with the CPTPP and Implications for Vietnam
W4386009983,Paper,Mộng và cấu trúc tiểu thuyết Đinh Trang mộng của Diêm Liên Khoa
W4386060718,Paper,Improving legal provisions of the member’s stake in a limited liability company under vietnamese law on enterprises 2020
W4386082118,Paper,"Read ""Princess Bari"" from a Gender Perspective"
W4386082131,Paper,Exploring Joseon-Era Korean Attire Through the Novel 'Kingdom of a Thousand Years'
W4386098607,Paper,Read “Princess Bari” from a Gender Perspective
W4386251985,Paper,Phân mảnh đất đai và thu nhập từ hoạt động nông nghiệp: Nghiên cứu hộ gia đình nông thôn Việt Nam
W4386290236,Paper,Use of surgical grafting as a part of multidisciplinary treatment for a patient treated with fixed orthodontic therapy to improve treatment outcomes.
W4386536502,Paper,Qing Invasion of Joseon Through the Dishes Appearing in the Novel the Fortress by Kim Hoon
W4386547305,Paper,Security-Reliability Trade-Offs for Satellite-Terrestrial Relay Networks with a Friendly Jammer and Imperfect CSI
W4386560822,Paper,Qing Invasion of Joseon Through the Dishes Appearing in the Novel the Fortress by Kim Hoon
W4386616621,Paper,"Correction: The theoretical prediction of the structural characteristics and SO<sub>2</sub> adsorption-sensing properties of pristine HfS<sub>2</sub> and TM-doped HfS<sub>2</sub> monolayers (TM = Ni, Pd, or Pt)"
W4386851484,Paper,Foreign Direct Investment in Vietnam: A Comparison of Forecasting Performance
W4386932733,Paper,ENTREPRENEUR’S ROLES DURING BUSINESS GROWTH STAGE AND THEIR EXIT ROUTES: THE CASE OF THE PUBLIC RELATIONS INDUSTRY [PERAN PENGUSAHA DALAM TAHAP PERTUMBUHAN BISNIS DAN RUTE KELUAR DARI BISNIS TERSEBUT: KASUS INDUSTRI PUBLIC RELATIONS]
W4386939450,Paper,Single Phase Harmonic Mitigation Using Particle Swarm Optimization in Shunt Adaptive Power Filter
W4387028138,Paper,Face Gender Classification by Using Improve Binary Particle Swarm Optimization and K-Nearest Neighbors
W4387071130,Paper,Determinants of Vietnamese bank profitability: comparisons between before and during COVID-19 pandemic periods
W4387103468,Paper,"Camouflage treatment of Severe Skeletal Class II and Gummy Smile Patient with 3D Simulation, Mini-Screws, and Botulinum Toxin: A case report after 1-year follow-up."
W4387116947,Paper,Two-weight estimates for Hardy-Littlewood maximal functions and Hausdorff operators on $p$-adic Herz spaces
W4387124706,Paper,"Model of implementing proficiency testing in Vietnam, a developing country"
W4387315342,Paper,Unleashing the green potential: incorporating eco-business and key tourism elements in Kandri Semarang's Villages
W4387390226,Paper,Peccei-Quinn mechanism and axion interactions in the 3-3-1 model with Cosmological Inflation
W4387566111,Paper,Vietnam Spam Review Detection using Graph Reinforcement Learning
W4387586125,Paper,Self-couplings of gauge bosons in 3-4-1 models
W4387938158,Paper,"Current state, peculiarities and opportunities for the development of urban agriculture in different territories of Ho Chi Minh City (Vietnam)"
W4388223981,Paper,On the problem of the densest packing of spherical segments into a sphere
W4388309641,Paper,Kiến Trúc Đình Làng Ở Hà Nội - Huế - Sài Gòn: Những Đặc Điểm Tương Đồng Và Dị Biệt
W4388405219,Paper,Effective Classification for Logs of Routers Based on MLP Neural Networks
W4388504134,Paper,Typical pathogens on plastic debris in downstream of Sai Gon and Dong Nai rivers: an initial observation
W4388998466,Paper,Content of Some Elements in the Bestselling Brands of Green Tea on the Iranian market
W4389083570,Paper,Challenges and opportunities for service design[ers] in Vietnam: the Ho Chi Min City’s public healthcare context
W4389150287,Paper,Transcriptomic response to salinity variation in native and introduced mud-tidal gastropod Batillaria attramentaria
W4389689650,Paper,What Gets into the Media
W4390055640,Paper,"The Relationships Between Family Attachment, Family Commitment and School Attachment among High School Students"
W4390547547,Paper,Assessing the impact of drilling methods on formation damage - A case study of an Iranian oil field reservoir
W4390598605,Paper,Application of machine learning to predict the time evolution of condensate to gas ratio for planning and management of gas-condensate fields
W4390639711,Paper,Study on the effectiveness of using transport routes and transport vehicles through analysing the effects of them on transportation output: The case of China
W4390717671,Paper,Synthesis and alpha-glucosidase inhibition of some novel quinazolin-4(3H)-one derivatives bearing a 2-thioxothiazolidine-4-one heterocycle
W4390755420,Paper,The freshmen’s attitudes towards using videos in reading class
W4390883270,Paper,"Population distribution and language characteristics of ethnic minorities in Dak Lak Province, Vietnam"
W4390890223,Paper,Values of language and culture through customary law of the Ede people in the Central Highlands of Vietnam
